"lang"
{
	"Language"      "English"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_3_int"         "+$int"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_3_mana"         "+$mana"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_3_hp"         "+$health"

//RING OF ICE
	//1
        "DOTA_Tooltip_Ability_item_ice_shadow_air"         "Ring Of Ice"
        "DOTA_Tooltip_Ability_item_ice_shadow_air_Description"         "<h1>Passive: Ring Of Ice Aura</h1>+ %magic_res%%% Magic Resistance<br>+ %mana% Mana<br>+ %attack_speed% Attack Speed<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_ice_shadow_air_aura"         "Ring Of Ice Aura"
        "DOTA_Tooltip_modifier_item_ice_shadow_air_aura_Description"         "Increases magic resistance by 15%%, attack speed by 10 and mana by 100"
	//2
        "DOTA_Tooltip_Ability_item_ice_shadow_air_2"         "Ring Of Ice"
        "DOTA_Tooltip_Ability_item_ice_shadow_air_2_Description"         "<h1>Passive: Ring Of Ice Aura</h1>+ %magic_res%%% к сопротивлению магии<br>+ %mana% к мане<br>+ %attack_speed% к скорости атаки<br>Радиус ауры: %aura_radius%"
        "DOTA_Tooltip_modifier_item_ice_shadow_air_aura_2"         "Ring Of Ice Aura"
        "DOTA_Tooltip_modifier_item_ice_shadow_air_aura_3_Description"         "Increases magic resistance by 20%%, attack speed by 20 and mana by 200"
	//3
        "DOTA_Tooltip_Ability_item_ice_shadow_air_3"         "Ring Of Ice"
        "DOTA_Tooltip_Ability_item_ice_shadow_air_3_Description"         "<h1>Passive: Ring Of Ice Aura</h1>+ %magic_res%%% к сопротивлению магии<br>+ %mana% к мане<br>+ %attack_speed% к скорости атаки<br>Радиус ауры: %aura_radius%"
        "DOTA_Tooltip_modifier_item_ice_shadow_air_aura_3"         "Ring Of Ice Aura"
        "DOTA_Tooltip_modifier_item_ice_shadow_air_aura_3_Description"         "Increases magic resistance by 25%%, attack speed by 30 and mana by 400"

//AMULET OF VAMPIRISM
	//1
        "DOTA_Tooltip_Ability_item_void_ice_earth"         "Amulet Of Vampirism"
        "DOTA_Tooltip_Ability_item_void_ice_earth_Description"         "<h1>Passive: Amulet Of Vampirism Aura</h1>+ %lifesteal_percent%%% Lifesteal<br>Radius: %aura_radius%"
        "DOTA_Tooltip_Ability_item_void_ice_earth_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_void_ice_earth_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_void_ice_earth_hp_regen"         "+$hp_regen"
        "DOTA_Tooltip_modifier_item_void_ice_earth_vampiric"         "Amulet Of Vampirism Aura"
        "DOTA_Tooltip_modifier_item_void_ice_earth_vampiric_Description"         "Increases lifesteal by 5%%"
	//2
        "DOTA_Tooltip_Ability_item_void_ice_earth_2"         "Amulet Of Vampirism"
        "DOTA_Tooltip_Ability_item_void_ice_earth_2_Description"         "<h1>Passive: Amulet Of Vampirism Aura</h1>+ %lifesteal_percent%%% Lifesteal<br>Radius: %aura_radius%"
        "DOTA_Tooltip_Ability_item_void_ice_earth_2_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_void_ice_earth_2_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_void_ice_earth_2_hp_regen"         "+$hp_regen"
        "DOTA_Tooltip_modifier_item_void_ice_earth_vampiric_2"         "Amulet Of Vampirism Aura"
        "DOTA_Tooltip_modifier_item_void_ice_earth_vampiric_2_Description"         "Increases lifesteal by 10%%"
	//3
        "DOTA_Tooltip_Ability_item_void_ice_earth_3"         "Amulet Of Vampirism"
        "DOTA_Tooltip_Ability_item_void_ice_earth_3_Description"         "<h1>Passive: Amulet Of Vampirism Aura</h1>+ %lifesteal_percent%%% Lifesteal<br>Radius: %aura_radius%"
        "DOTA_Tooltip_Ability_item_void_ice_earth_3_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_void_ice_earth_3_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_void_ice_earth_3_hp_regen"         "+$hp_regen"
        "DOTA_Tooltip_modifier_item_void_ice_earth_vampiric_3"         "Amulet Of Vampirism Aura"
        "DOTA_Tooltip_modifier_item_void_ice_earth_vampiric_3_Description"         "Increases lifesteal by 15%%"

//SHADOW SWORD
	//1
        "DOTA_Tooltip_Ability_item_void_fire_shadow"         "Shadow Sword"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_Description"         "<h1>Passive: Soul Bond</h1> - Melee heroes only - %otrash%%%  of taken damage reflects to the attacked enemy."
        "DOTA_Tooltip_Ability_item_void_fire_shadow_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_str"         "+$str"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_attack_speed"         "+$attack"
	//2
        "DOTA_Tooltip_Ability_item_void_fire_shadow_2"         "Shadow Sword"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_2_Description"         "<h1>Passive: Soul Bond</h1> - Melee heroes only - %otrash%%%  of taken damage reflects to the attacked enemy."
        "DOTA_Tooltip_Ability_item_void_fire_shadow_2_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_2_str"         "+$str"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_2_attack_speed"         "+$attack"
	//3
        "DOTA_Tooltip_Ability_item_void_fire_shadow_3"         "Shadow Sword"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_3_Description"         "<h1>Passive: Soul Bond</h1> - Melee heroes only - %otrash%%%  of taken damage reflects to the attacked enemy."
        "DOTA_Tooltip_Ability_item_void_fire_shadow_3_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_3_str"         "+$str"
        "DOTA_Tooltip_Ability_item_void_fire_shadow_3_attack_speed"         "+$attack"

//ICE SHARD
	//1
        "DOTA_Tooltip_Ability_item_ice_life_energy"                     "Ice Shard"
        "DOTA_Tooltip_ability_item_ice_life_energy_mcst"	            "%+Manacost and Manaloss Reduction"
        "DOTA_Tooltip_Ability_item_ice_life_energy_mana"                "+$mana"
        "DOTA_Tooltip_Ability_item_ice_life_energy_regen"               "+$hp_regen"
	//2
        "DOTA_Tooltip_Ability_item_ice_life_energy_2"                     "Ice Shard"
        "DOTA_Tooltip_ability_item_ice_life_energy_2_mcst"	            "%+Manacost and Manaloss Reduction"
        "DOTA_Tooltip_Ability_item_ice_life_energy_2_mana"                "+$mana"
        "DOTA_Tooltip_Ability_item_ice_life_energy_2_regen"               "+$hp_regen"
	//3
        "DOTA_Tooltip_Ability_item_ice_life_energy_3"                     "Ice Shard"
        "DOTA_Tooltip_ability_item_ice_life_energy_3_mcst"	            "%+Manacost and Manaloss Reduction"
        "DOTA_Tooltip_Ability_item_ice_life_energy_3_mana"                "+$mana"
        "DOTA_Tooltip_Ability_item_ice_life_energy_3_regen"               "+$hp_regen"

//ENERGY BLADE
	//1
        "DOTA_Tooltip_Ability_item_shadow_energy_light"                     "Energy Blade"
        "DOTA_Tooltip_ability_item_shadow_energy_light_spell_amp"           "%+Spell Amplification"
        "DOTA_Tooltip_Ability_item_shadow_energy_light_int"                 "+$int"
        "DOTA_Tooltip_Ability_item_shadow_energy_light_armor"               "+$armor"
	//2
        "DOTA_Tooltip_Ability_item_shadow_energy_light_2"                     "Energy Blade"
        "DOTA_Tooltip_ability_item_shadow_energy_light_2_spell_amp"           "%+Spell Amplification"
        "DOTA_Tooltip_Ability_item_shadow_energy_light_2_int"                 "+$int"
        "DOTA_Tooltip_Ability_item_shadow_energy_light_2_armor"               "+$armor"
	//3
        "DOTA_Tooltip_Ability_item_shadow_energy_light_3"                     "Energy Blade"
        "DOTA_Tooltip_ability_item_shadow_energy_light_3_spell_amp"           "%+Spell Amplification"
        "DOTA_Tooltip_Ability_item_shadow_energy_light_3_int"                 "+$int"
        "DOTA_Tooltip_Ability_item_shadow_energy_light_3_armor"               "+$armor"

//MYSTERY STONE
	//1
        "DOTA_Tooltip_Ability_item_void_shadow_water"                     "Mystery Stone"
        "DOTA_Tooltip_Ability_item_void_shadow_water_Description"         ""
        "DOTA_Tooltip_Ability_item_void_shadow_water_mana_regen"          "+$mana_regen"
        "DOTA_Tooltip_Ability_item_void_shadow_water_mana"                "+$mana"
        "DOTA_Tooltip_Ability_item_void_shadow_water_cast_range"          "+$cast_range"
	//2
        "DOTA_Tooltip_Ability_item_void_shadow_water_2"                     "Mystery Stone"
        "DOTA_Tooltip_Ability_item_void_shadow_water_2_Description"         ""
        "DOTA_Tooltip_Ability_item_void_shadow_water_2_mana_regen"          "+$mana_regen"
        "DOTA_Tooltip_Ability_item_void_shadow_water_2_mana"                "+$mana"
        "DOTA_Tooltip_Ability_item_void_shadow_water_2_cast_range"          "+$cast_range"
	//3
        "DOTA_Tooltip_Ability_item_void_shadow_water_3"                     "Mystery Stone"
        "DOTA_Tooltip_Ability_item_void_shadow_water_3_Description"         ""
        "DOTA_Tooltip_Ability_item_void_shadow_water_3_mana_regen"          "+$mana_regen"
        "DOTA_Tooltip_Ability_item_void_shadow_water_3_mana"                "+$mana"
        "DOTA_Tooltip_Ability_item_void_shadow_water_3_cast_range"          "+$cast_range"

//LIGHT CROSSBOW
	//1
        "DOTA_Tooltip_Ability_item_air_fire_light"                      "Light Crossbow"
        "DOTA_Tooltip_Ability_item_air_fire_light_Description"          "<h1>Passive: Light Crossbow Aura</h1>+ %hp% Health<br>+ %damage% Damage<br>+ %speed% Movement Speed<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_fire_light_aura"                  	"Light Crossbow Aura"
        "DOTA_Tooltip_modifier_item_air_fire_light_aura_Description"      	"Increases health by 100, damage by 5 and movement speed by 10"
	//2
        "DOTA_Tooltip_Ability_item_air_fire_light_2"                      "Light Crossbow"
        "DOTA_Tooltip_Ability_item_air_fire_light_2_Description"          "<h1>Passive: Light Crossbow Aura</h1>+ %hp% Health<br>+ %damage% Damage<br>+ %speed% Movement Speed<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_fire_light_aura_2"                  	"Light Crossbow Aura"
        "DOTA_Tooltip_modifier_item_air_fire_light_aura_2_Description"      	"Increases health by 150, damage by 15 and movement speed by 15"
	//3
        "DOTA_Tooltip_Ability_item_air_fire_light_3"                      "Light Crossbow"
        "DOTA_Tooltip_Ability_item_air_fire_light_3_Description"          "<h1>Passive: Light Crossbow Aura</h1>+ %hp% Health<br>+ %damage% Damage<br>+ %speed% Movement Speed<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_fire_light_aura_3"                  	"Light Crossbow Aura"
        "DOTA_Tooltip_modifier_item_air_fire_light_aura_3_Description"      	"Increases health by 200, damage by 30 and movement speed by 20"

//URN OF LIFE
	//1
        "DOTA_Tooltip_Ability_item_void_light_life"                     "Urn Of Life"
        "DOTA_Tooltip_Ability_item_void_light_life_Description"         "<h1>Active: Heal</h1>Restores %hps% health per %tickint% seconds to the selected ally.<br><br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_void_light_life_mana_regen"          "+$mana_regen"
        "DOTA_Tooltip_Ability_item_void_light_life_hp"                  "+$health"
        "DOTA_Tooltip_Ability_item_void_light_life_regen"               "+$hp_regen"
        "DOTA_Tooltip_modifier_item_void_light_life_heal"                     "Heal"
        "DOTA_Tooltip_modifier_item_void_light_life_heal_Description"         "Restores 75 health every %tickint% seconds"
	//2
        "DOTA_Tooltip_Ability_item_void_light_life_2"                     "Urn Of Life"
        "DOTA_Tooltip_Ability_item_void_light_life_2_Description"         "<h1>Active: Heal</h1>Restores %hps% health per %tickint% seconds to the selected ally.<br><br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_void_light_life_2_mana_regen"          "+$mana_regen"
        "DOTA_Tooltip_Ability_item_void_light_life_2_hp"                  "+$health"
        "DOTA_Tooltip_Ability_item_void_light_life_2_regen"               "+$hp_regen"
        "DOTA_Tooltip_modifier_item_void_light_life_heal_2"                     "Heal"
        "DOTA_Tooltip_modifier_item_void_light_life_heal_2_Description"         "Restores 100 health every %tickint% seconds"
	//3
        "DOTA_Tooltip_Ability_item_void_light_life_3"                     "Urn Of Life"
        "DOTA_Tooltip_Ability_item_void_light_life_3_Description"         "<h1>Active: Heal</h1>Restores %hps% health per %tickint% seconds to the selected ally.<br><br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_void_light_life_3_mana_regen"          "+$mana_regen"
        "DOTA_Tooltip_Ability_item_void_light_life_3_hp"                  "+$health"
        "DOTA_Tooltip_Ability_item_void_light_life_3_regen"               "+$hp_regen"
        "DOTA_Tooltip_modifier_item_void_light_life_heal_3"                     "Heal"
        "DOTA_Tooltip_modifier_item_void_light_life_heal_3_Description"         "Restores 125 health every %tickint% seconds"

//WATER STONE
	//1
        "DOTA_Tooltip_Ability_item_air_void_water"                      "Water Stone"
        "DOTA_Tooltip_Ability_item_air_void_water_Description"          "<h1>Passive: Water Stone</h1>+ %damage% Damage<br>+ %agi% Agility<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_void_water_aura"                      "Water Stone Aura"
        "DOTA_Tooltip_modifier_item_air_void_water_aura_Description"          "Increases damage by 5, agility by 5 and intelligence by 5"
	//2
        "DOTA_Tooltip_Ability_item_air_void_water_2"                      "Water Stone"
        "DOTA_Tooltip_Ability_item_air_void_water_2_Description"          "<h1>Passive: Water Stone</h1>+ %damage% Damage<br>+ %agi% Agility<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_void_water_aura_2"                      "Water Stone Aura"
        "DOTA_Tooltip_modifier_item_air_void_water_aura_2_Description"          "Increases damage by 10, agility by 10 and intelligence by 10"
	//3
        "DOTA_Tooltip_Ability_item_air_void_water_3"                      "Water Stone"
        "DOTA_Tooltip_Ability_item_air_void_water_3_Description"          "<h1>Passive: Water Stone</h1>+ %damage% Damage<br>+ %agi% Agility<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_void_water_aura_3"                      "Water Stone Aura"
        "DOTA_Tooltip_modifier_item_air_void_water_aura_3_Description"          "Increases damage by 20, agility by 20 and intelligence by 20"

//ICE BLADE
	//1
        "DOTA_Tooltip_Ability_item_ice_fire_earth"         "Ice Blade"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_Description"         "<h1>Passive: Frost Attack</h1>When attacking enemies, you slow down their movement speed by %slow% and attack speed by %attack_slow%.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_ice_fire_earth_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_mana"         "+$mana"
        "DOTA_Tooltip_modifier_item_ice_fire_earth_slow"         "Frost Attack"
        "DOTA_Tooltip_modifier_item_ice_fire_earth_slow_Description"         "Attack speed and movement are slowed down"
	//2
        "DOTA_Tooltip_Ability_item_ice_fire_earth_2"         "Ice Blade"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_2_Description"         "<h1>Passive: Frost Attack</h1>When attacking enemies, you slow down their movement speed by %slow% and attack speed by %attack_slow%.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_ice_fire_earth_2_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_2_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_2_mana"         "+$mana"
        "DOTA_Tooltip_modifier_item_ice_fire_earth_slow_2"         "Frost Attack"
        "DOTA_Tooltip_modifier_item_ice_fire_earth_slow_2_Description"         "Attack speed and movement are slowed down"
	//3
        "DOTA_Tooltip_Ability_item_ice_fire_earth_3"         "Ice Blade"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_3_Description"         "<h1>Passive: Frost Attack</h1>When attacking enemies, you slow down their movement speed by %slow% and attack speed by %attack_slow%.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_ice_fire_earth_3_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_3_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_ice_fire_earth_3_mana"         "+$mana"
        "DOTA_Tooltip_modifier_item_ice_fire_earth_slow_3"         "Frost Attack"
        "DOTA_Tooltip_modifier_item_ice_fire_earth_slow_3_Description"         "Attack speed and movement are slowed down"

//FIRE STAFF
	//1
        "DOTA_Tooltip_Ability_item_water_ice_fire"                     "Fire Staff"
        "DOTA_Tooltip_Ability_item_water_ice_fire_Description"         "<h1>Passive: Spell Lifesteal</h1>Grants spell lifesteal, which restores health for damage caused by abilities.<br><br>Restores health equal to %spell_lifesteal%%% of the damage."
        "DOTA_Tooltip_Ability_item_water_ice_fire_int"                 "+$int"
	//2
        "DOTA_Tooltip_Ability_item_water_ice_fire_2"                     "Fire Staff"
        "DOTA_Tooltip_Ability_item_water_ice_fire_2_Description"         "<h1>Passive: Spell Lifesteal</h1>Grants spell lifesteal, which restores health for damage caused by abilities.<br><br>Restores health equal to %spell_lifesteal%%% of the damage."
        "DOTA_Tooltip_Ability_item_water_ice_fire_2_int"                 "+$int"
	//3
        "DOTA_Tooltip_Ability_item_water_ice_fire_3"                     "Fire Staff"
        "DOTA_Tooltip_Ability_item_water_ice_fire_3_Description"         "<h1>Passive: Spell Lifesteal</h1>Grants spell lifesteal, which restores health for damage caused by abilities.<br><br>Restores health equal to %spell_lifesteal%%% of the damage."
        "DOTA_Tooltip_Ability_item_water_ice_fire_3_int"                 "+$int"

//LIFE SHIELD
	//1
        "DOTA_Tooltip_Ability_item_earth_shadow_life"                    "Life Shield"
        "DOTA_Tooltip_Ability_item_earth_shadow_life_Description"        "<h1>Passive: Damage Block</h1> Block %block% damage."
        "DOTA_Tooltip_Ability_item_earth_shadow_life_regen"              "+$hp_regen"
        "DOTA_Tooltip_Ability_item_earth_shadow_life_hp"                 "+$health"
	//2
        "DOTA_Tooltip_Ability_item_earth_shadow_life_2"                    "Life Shield"
        "DOTA_Tooltip_Ability_item_earth_shadow_life_2_Description"        "<h1>Passive: Damage Block</h1> Block %block% damage."
        "DOTA_Tooltip_Ability_item_earth_shadow_life_2_regen"              "+$hp_regen"
        "DOTA_Tooltip_Ability_item_earth_shadow_life_2_hp"                 "+$health"
	//3
        "DOTA_Tooltip_Ability_item_earth_shadow_life_3"                    "Life Shield"
        "DOTA_Tooltip_Ability_item_earth_shadow_life_3_Description"        "<h1>Passive: Damage Block</h1> Block %block% damage."
        "DOTA_Tooltip_Ability_item_earth_shadow_life_3_regen"              "+$hp_regen"
        "DOTA_Tooltip_Ability_item_earth_shadow_life_3_hp"                 "+$health"

//ENERGY BOW
	//1
        "DOTA_Tooltip_Ability_item_air_earth_energy"                    "Energy Bow"
        "DOTA_Tooltip_Ability_item_air_earth_energy_Description"        "<h1>Passive: MKB Aura</h1>+ %hp% Health<br>+ %armor% Armor<br>Radius: %aura_radius%<br><br>Each attack can ignore evasion with a probability of %anti_miss%%%."
        "DOTA_Tooltip_modifier_item_air_earth_energy_aura"                    "MKB Aura"
        "DOTA_Tooltip_modifier_item_air_earth_energy_aura_Description"        "Gives 100 Health and 3 Armor, as well as the probability in 10%% to ignore evasion"
	//2
        "DOTA_Tooltip_Ability_item_air_earth_energy_2"                    "Energy Bow"
        "DOTA_Tooltip_Ability_item_air_earth_energy_2_Description"        "<h1>Passive: MKB Aura</h1>+ %hp% Health<br>+ %armor% Armor<br>Radius: %aura_radius%<br><br>Each attack can ignore evasion with a probability of %anti_miss%%%."
        "DOTA_Tooltip_modifier_item_air_earth_energy_aura_2"                    "MKB Aura"
        "DOTA_Tooltip_modifier_item_air_earth_energy_aura_2_Description"        "Gives 200 Health and 6 Armor, as well as the probability in 20%% to ignore evasion"
	//3
        "DOTA_Tooltip_Ability_item_air_earth_energy_3"                    "Energy Bow"
        "DOTA_Tooltip_Ability_item_air_earth_energy_3_Description"        "<h1>Passive: MKB Aura</h1>+ %hp% Health<br>+ %armor% Armor<br>Radius: %aura_radius%<br><br>Each attack can ignore evasion with a probability of %anti_miss%%%."
        "DOTA_Tooltip_modifier_item_air_earth_energy_aura_3"                    "MKB Aura"
        "DOTA_Tooltip_modifier_item_air_earth_energy_aura_3_Description"        "Gives 400 Health and 12 Armor, as well as the probability in 40%% to ignore evasion"

   //###############################################################################################################################
        
        "DOTA_Tooltip_Ability_item_purge_wave_effect"                       "Purification Sphere"
        "DOTA_Tooltip_Ability_item_purge_wave_effect_Description"           "<h1>Active: Purification</h1> Clears all wave effects."
        
        "DOTA_Tooltip_Ability_item_regen_wave_effect"                       "Sphere of Regeneration"
        "DOTA_Tooltip_Ability_item_regen_wave_effect_Description"           "<h1>Active: Regen Wave Effect</h1> Increases the regeneration of all allies by 10 for one wave."
        
        "DOTA_Tooltip_Ability_item_speed_wave_effect"                       "Sphere of Wind"
        "DOTA_Tooltip_Ability_item_speed_wave_effect_Description"           "<h1>Active: Speed Wave Effect</h1> Increases the speed of all allies by 15% for one wave."
        
        "DOTA_Tooltip_Ability_item_armor_wave_effect"                       "Sphere of Water"
        "DOTA_Tooltip_Ability_item_armor_wave_effect_Description"           "<h1>Active: Armor Wave Effect</h1> Increases the armor of all allies by 10 for one wave."
        
        "DOTA_Tooltip_modifier_slow_wave_effect_debuff"	                    "WAVE EFFECT"
        "DOTA_Tooltip_modifier_slow_wave_effect_debuff_Description"         "Slowed down by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

        "DOTA_Tooltip_modifier_min_armor_wave_effect_debuff"	            "WAVE EFFECT"
        "DOTA_Tooltip_modifier_min_armor_wave_effect_debuff_Description"    "Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"

        "DOTA_Tooltip_modifier_miss_wave_effect_debuff"	                    "WAVE EFFECT"
        "DOTA_Tooltip_modifier_miss_wave_effect_debuff_Description"         "Has a %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% chance to miss"

        "DOTA_Tooltip_modifier_regen_wave_effect_buff"	                    "WAVE EFFECT"
        "DOTA_Tooltip_modifier_regen_wave_effect_buff_Description"          "Regeneration increased by %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%"

        "DOTA_Tooltip_modifier_speed_wave_effect_buff"	                    "WAVE EFFECT"
        "DOTA_Tooltip_modifier_speed_wave_effect_buff_Description"          "Speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

        "DOTA_Tooltip_modifier_armor_wave_effect_buff"	                    "WAVE EFFECT"
        "DOTA_Tooltip_modifier_armor_wave_effect_buff_Description"          "Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"

		"dota_tooltip_ability_item_ea_hand_of_midas" "Hand of Midas"
		"dota_tooltip_ability_item_ea_hand_of_midas_bonus_attack_speed" "+$attack"
		"dota_tooltip_ability_item_ea_hand_of_midas_description" "<h1>Active: <font color='#FF7800'>Gold Rush</font></h1>Takes %bonus_gold% of gold from the selected target (but not the hero).<br><br>Cast Range: %abilitycastrange%."
		"dota_tooltip_ability_item_ea_hand_of_midas_lore" "Preserved through unknown magical means, the Hand of Midas is a weapon of greed, sacrificing animals to line the owner's pockets."
		"dota_tooltip_ability_item_ea_hand_of_midas_note0" "Cannot be used on heroes, allied creeps, Necronomicon creatures, wards, buildings, and bosses."
		"dota_tooltip_ability_item_ea_hand_of_midas_note1" "In the paws of Brewmaster, Magnus, Lone Druid (and his bear), Broodmother, Lycan, Ursa, and Nature's Prophet, Hand of Midas turns into Paw of Midas."
		"dota_tooltip_ability_item_ea_hand_of_midas_note2" "Does not affect cooldown reduction."
	}
}
